speaker,minute,text,event,id
Kristen Welker,06:10:00,"President Trump, I want to stay on the issue of race. We’re talking about the issue-",2nd Presidential Debate 2020,AzUzIOgOPa
Donald Trump,06:13:00,"Excuse me, [crosstalk 00:06:13] the laptop from hell.",2nd Presidential Debate 2020,KEQVlAMBae
Joe Biden,06:13:00,Nobody.,2nd Presidential Debate 2020,heSAKORRfM
Kristen Welker,06:14:00,"President Trump, we’re talking about race right now. And I do want to stay on the issue of race. President Trump you-",2nd Presidential Debate 2020,yeCcgId0vN
Joe Biden,06:20:00,I have to respond to that. Because look-,2nd Presidential Debate 2020,eyKFsAlMkg
Kristen Welker,06:21:00,"Please, very quickly.",2nd Presidential Debate 2020,axfcsbcnEC
Joe Biden,06:22:00,"There are 50 former national intelligence folks who said that what he’s accusing me of is a Russian plant. They have said that this has all the … five former heads of the CIA, both parties, say what he’s saying is a bunch of garbage. Nobody believes it except him and his good friend, Rudy Giuliani.",2nd Presidential Debate 2020,nTlGjC7tzl
Donald Trump,06:44:00,"You mean the laptop is now another Russia, Russia, Russia hoax? You got to be kidding me-",2nd Presidential Debate 2020,0P9WjaRXhf
Joe Biden,06:51:00,That’s exactly what was told.,2nd Presidential Debate 2020,tWRCCHD5Se
Donald Trump,06:51:00,"This is where he’s going. The laptop is Russia, Russia, Russia?",2nd Presidential Debate 2020,qF3ZDIKysi
Kristen Welker,06:55:00,"Gentlemen, I want to stay on the issue of race.",2nd Presidential Debate 2020,QYL5uVnhND
Donald Trump,06:56:00,"You have to be kidding, here we go again with the Russia. Boy, oh, boy.",2nd Presidential Debate 2020,u1MXbHhaNJ
Kristen Welker,06:59:00,We’re going to continue on the issue of race.,2nd Presidential Debate 2020,HfjlUG3HJM
Donald Trump,07:01:00,Can’t believe that one.,2nd Presidential Debate 2020,mG90asP35U
Kristen Welker,07:01:00,Mr. President you’ve described the Black Lives Matter movement as a symbol of hate. You’ve shared a video of a man chanting white power to millions of your supporters. You’ve said that black professional athletes exercising their First Amendment rights should be fired. What do you say to Americans who say that kind of language from a president is contributing to a climate of hate and racial strife?,2nd Presidential Debate 2020,C6DdSqfQHd
Donald Trump,07:24:00,"Well, you have to understand the first time I ever heard of Black Lives Matter, they were chanting, “Pigs in a blanket,” talking about police, pigs, pigs, talking about our police. “Pigs in a blanket, fry them like bacon.” I said, “That’s a horrible thing.” And they were marching down the street. And that was my first glimpse of Black Lives Matter, I thought it was a terrible thing. As far as my relationships with all people, I think I have great relationships with all people. I am the least racist person in this room.",2nd Presidential Debate 2020,ooU0pTcxA8
Kristen Welker,07:55:00,What do you say to Americans who are concerned by that rhetoric [crosstalk 00:00:07:58]?,2nd Presidential Debate 2020,Pfqw8Vpvpp
Donald Trump,07:58:00,"I don’t know. I mean, I don’t know what to say. I got criminal justice reform done and prison reform and Opportunity Zones-",2nd Presidential Debate 2020,PkT87HKRK7
Donald Trump,08:03:00,"… got criminal justice reform done, and prison reform, and Opportunity Zones, I took care of Black colleges and universities, I don’t know what to say, they can say anything, I mean, they can say anything. It’s a very… Makes me sad, because I am the least racist person, I can’t even see the audience because it’s so dark, but I don’t care who’s in the audience, I’m the least racist person in this room.",2nd Presidential Debate 2020,W9c9Qv92cx
Kristen Welker,08:26:00,"Okay. Vice President Biden, let me ask you very quickly and then I have a follow-up question for you.",2nd Presidential Debate 2020,SPFea6z3oc
Joe Biden,08:30:00,"Abraham Lincoln here is one of the most racist presidents we’ve had in modern history, he pours fuel on every single racist fire, every single one. Started off his campaign coming down the escalator saying he’s getting rid of those Mexican rapists, he’s ban Muslims because they’re Muslims, he has moved around and made everything worse across the board. He says to… About the Proud Boys, last time we were on stage here he said, “I tell them to stand down and stand ready.” Come on, this guy has a dog whistle about as big as a foghorn.",2nd Presidential Debate 2020,mhONM47Cqm
Kristen Welker,09:04:00,"President Trump, I’m going to give you 10 seconds to respond and then I have a follow-up question.",2nd Presidential Debate 2020,mHPIeMJff8
Donald Trump,09:07:00,"No, he made a reference to Abraham Lincoln, where did that come in? I mean-",2nd Presidential Debate 2020,KzHPquV6Se
Joe Biden,09:10:00,You said you’re Abraham Lincoln.,2nd Presidential Debate 2020,2cbd9SGqhD
Donald Trump,09:12:00,… where did that….. No.,2nd Presidential Debate 2020,xovIC7J4KY
Joe Biden,09:13:00,You said-,2nd Presidential Debate 2020,Wh2UoANri5
Donald Trump,09:14:00,"I said, “Not since Abraham Lincoln has anybody done what I’ve done for the Black community.”",2nd Presidential Debate 2020,eFFtbpanVv
Joe Biden,09:19:00,And I’m saying-,2nd Presidential Debate 2020,RuyP5ee41B
Donald Trump,09:20:00,"I didn’t say, “I’m Abraham Lincoln,” I said, “Not since Abraham Lincoln has anybody done what I’ve done for the Black community.” Now, you have done nothing other than the Crime Bill, which put-",2nd Presidential Debate 2020,4q1QHxtyNJ
Joe Biden,09:32:00,"Oh, God.",2nd Presidential Debate 2020,diNAUazNWq
Donald Trump,09:33:00,"Tens of thousands of Black men, mostly, in jail.",2nd Presidential Debate 2020,6zCmvIrIi6
Joe Biden,09:39:00,Not true.,2nd Presidential Debate 2020,3l8PLq6ZDy
Kristen Welker,09:39:00,"All right, let me ask Vice President Biden a question.",2nd Presidential Debate 2020,h47Ann3knO
Donald Trump,09:41:00,"And you know what? They remember it because if you look at what’s happening with the voting right now, they remember that you treated them very, very badly, just take a look at what’s happening out there.",2nd Presidential Debate 2020,FXntljTMsT
Kristen Welker,09:49:00,"Let me ask Vice President Biden about… Vice President Biden, let me give you a chance to respond within this context, crime bills that you supported in the ’80s and ’90s contributed to the incarceration of tens of thousands of young Black men who had small amounts of drugs in their possession, they are sons, they are brothers, they are fathers, they are uncles, whose families are still to this day, some of them suffering the consequences. So, speak to those families, why should they vote for you?",2nd Presidential Debate 2020,0apc7IWJUA
Joe Biden,10:11:00,"One of the things is that in the ’80s we passed 100 percent, all 100 senators voted for a bill on drugs and how to deal with drugs, it was a mistake. I’ve been trying to change since then particularly the portion on cocaine. That’s why I’ve been arguing that in fact we should not send anyone to jail for a pure drug offense, they should be going into treatment across the board, that’s what we should be spending money. And that’s why I set up drug courts which were never funded by our Republican friends. They should not be going to jail for a drug or an alcohol problem, they should be going into treatment. That’s what we’ve been trying to do, that’s what I’m going to get done because I think the American people have now seen that in fact it was a mistake to pass those laws relating to drugs, but they were not in the Crime Bill.",2nd Presidential Debate 2020,ryXO9fcCtv
Kristen Welker,11:04:00,[crosstalk 00:11:04].,2nd Presidential Debate 2020,UeQtj6ybgT
Donald Trump,11:04:00,"But, why didn’t he get it done? See, it’s all talk, no action with these politicians, why didn’t he get it? “That’s what I’m going to do when I become president.” You were vice president along with Obama as your president, your leader, for eight years, why didn’t you get it done? You had eight years to get it done, now you’re saying you’re going to get it done because you’re all talking and no action, Joe.",2nd Presidential Debate 2020,wNUrUEYfb9
Kristen Welker,11:25:00,Your response.,2nd Presidential Debate 2020,lmwjcQvGmr
Joe Biden,11:25:00,"We got a lot of it done. We released 38,000-",2nd Presidential Debate 2020,KHRj5wmKec
Donald Trump,11:27:00,You didn’t get anything done.,2nd Presidential Debate 2020,t5Gcvz9D9n
Joe Biden,11:28:00,"We got 38,000 prisoners [ crosstalk 00:11:30]-",2nd Presidential Debate 2020,2WwJAchtoK
Donald Trump,11:30:00,You got nothing done.,2nd Presidential Debate 2020,ezeYuwtPJw
Joe Biden,11:31:00,"38,000 prisoners were released from federal prison, we have… There were over a thousand people who were given clemency. [inaudible 00:03:38]. In fact, were the ones that put in the legislation saying we could look at pattern and practice of police departments and what they were doing, how they’re conducting themselves. I could go on, but we began the process, we lost an election, that’s why I’m running to win back that election and change his terrible policy.",2nd Presidential Debate 2020,XsuBzX6qy9
Donald Trump,11:57:00,I just have-,2nd Presidential Debate 2020,RuALbH0KAd
Kristen Welker,11:57:00,Your response and then we’re going to move on to climate change.,2nd Presidential Debate 2020,bYUHBM6kXS
Donald Trump,11:58:00,"… one question, why didn’t you do it in the eight years, a short time ago? Why didn’t you do it? You just said, “I’m going to do that, I’m going to do this.” You put tens of thousands of mostly Black young men in prison, now you’re saying you’re going to get… You’re going to undo that, why didn’t you get it done? You had eight years with Obama. You know why, Joe? Because you’re all talk and no action.",2nd Presidential Debate 2020,1MA8vkV1XN
Joe Biden,12:22:00,[crosstalk 00:00:12:23].,2nd Presidential Debate 2020,qkJ4dserOT
Kristen Welker,12:22:00,"All right, Vice President Biden, and then we’re going to move on to the next section.",2nd Presidential Debate 2020,IFhuGeJOvj
Joe Biden,12:25:00,"We had a Republican Congress, that’s the answer.",2nd Presidential Debate 2020,2qYPkEE5Xm
Kristen Welker,12:31:00,Okay.,2nd Presidential Debate 2020,RonIwkKGnz
Donald Trump,12:32:00,"Well, you got to talk them into it, Joe, sometimes you got to talk them into it.",2nd Presidential Debate 2020,YiTnLg7bTJ
Kristen Welker,12:35:00,We’re going to move on to our next section which is climate change.,2nd Presidential Debate 2020,MtDdMppOyO
Donald Trump,12:37:00,"… like I did with criminal justice reform, I had to talk Democrats into it.",2nd Presidential Debate 2020,xDeoAjl56F
Joe Biden,12:41:00,You did what we already had done.,2nd Presidential Debate 2020,wHB1p4qfX4
Kristen Welker,12:41:00,"Gentlemen, we’re running out of time so we got to get onto climate change, please. You both have very different visions on climate change. President Trump, you say that environmental regulations have hurt jobs in the energy sector, Vice President Biden, you have said you see addressing climate change as an opportunity to create new jobs. For each of you, how would you both combat climate change and support job growth at the same time? Starting with you, President Trump, you have two minutes uninterrupted.",2nd Presidential Debate 2020,qi89bIozol
Donald Trump,13:08:00,"So, we have the trillion trees program, we have so many different programs, I do love the environment, but what I want is that cleanest crystal clear water, the cleanest air. We have the best lowest number in carbon emissions, which is a big standard that I noticed Obama goes with all the time, not Joe, I haven’t heard Joe use the term because I’m not sure he knows what it represents or means, but I have heard Obama use it. And we have the best carbon emission numbers that we’ve had in 35 years under this administration, we are working so well with industry, but here’s what we can’t do. Look at China, how filthy it is, look at Russia, look at India, it’s filthy, the air is filthy. The [Paris Accord 00:00:13:55], I took us out because we were going to have to spend trillions of dollars and we were treated very unfairly.",2nd Presidential Debate 2020,7ayG8Xam7k
Donald Trump,14:03:00,"When they put us in there, they did us a great disservice, they were going to take away our businesses. I will not sacrifice tens of millions of jobs, thousands and thousands of companies because of the Paris Accord, it was so unfair. China doesn’t kick in until 2030, Russia goes back to a low standard, and we kicked in right away, it would have been… It would have destroyed our businesses. So, you ready? We have done an incredible job environmentally, we have the cleanest air, the cleanest water, and the best carbon emission standards that we’ve seen in many, many years.",2nd Presidential Debate 2020,FiITI0Z1Z4
Kristen Welker,14:41:00,Vice President Biden-,2nd Presidential Debate 2020,4vhKxD1mcs
Donald Trump,14:41:00,And we haven’t destroyed our industries.,2nd Presidential Debate 2020,zXDW8FHCVA
Kristen Welker,14:44:00,"Vice President Biden, two minutes to you uninterrupted.",2nd Presidential Debate 2020,hEf2A55elE
Joe Biden,14:47:00,"Climate change, global warming is an existential threat to humanity. We have a moral obligation to deal with it. And we’re told by all the leading scientists in the world we don’t have much time, we’re going to pass the point of no return within the next 8 to 10 years. Four more years of this man eliminating all the regulations that were put in by us to clean up the climate, to clean up… To limit the emissions, will put us in a position where we’re going to be in real trouble. Here’s where we have a great opportunity. I was able to get both all the environmental organizations as well as the labor, the people worried about jobs, to support my climate plan.",2nd Presidential Debate 2020,5VK9yYiX2r
Joe Biden,15:32:00,"Because what it does, it will create millions of new good paying jobs, we’re going to invest in, for example, 500,000… Excuse me, 50,000 charging stations on our highways so that we can own the electric car market of the future. In the meantime, China is doing that. We’re going to be in a position where we’re going to see to it that we’re going to take 4 million existing buildings and 2 million existing homes and retrofit them so they don’t leak as much energy, saving hundreds of millions of barrels of…",2nd Presidential Debate 2020,agkHkEJ7wH
Joe Biden,16:03:00,"So they don’t leak as much energy saving hundreds of millions of barrels of oil in the process and creating significant number of jobs. By the way, the whole idea of what this is all going to do, it’s going to create millions of jobs and it’s going to clean the environment. Our health and our jobs are at stake. That’s what’s happening and what right now, by the way, Wall Street firms indicated that my plan, my plan will in fact, create 18.6 million jobs, 7 million more than his. This is from Wall Street and I’ll create $1 trillion more in economic growth than his proposal does. Not on climate, just on economy.",2nd Presidential Debate 2020,syZPRh1flr
Kristen Welker,16:41:00,"President Trump, your response.",2nd Presidential Debate 2020,KYxyT7Lh8t
Donald Trump,16:42:00,"They came out and said very strongly $6,500 will be taken away from families under his plan, that his plan is an economic disaster. If you look at what he wants to do, if you look at his plan, his-",2nd Presidential Debate 2020,mUu7zlY52n
Joe Biden,16:56:00,[crosstalk 00:16:56].,2nd Presidential Debate 2020,XGfCxPJIn8
Donald Trump,16:57:00,"… his environmental plan, do you know developed it? AOC plus three, they know nothing about the climate. I mean, she’s got a good line of stuff, but she knows nothing about the climate and they’re all hopping through hoops for AOC plus three. Look, their real plan cost a hundred trillion dollars. If we had the best year in the history of our country for a hundred years, we would not even come close to a number like that. When he says buildings, they want to take buildings down because they want to make bigger windows into smaller windows. As far as they’re concerned, if you had no window, it would be a lovely thing.",2nd Presidential Debate 2020,4N8d13yGOP
Donald Trump,17:32:00,"This is the craziest plan that anybody has ever seen and this wasn’t done by smart people. This wasn’t done by anybody. Frankly, I don’t even know how it can be good politically. They want to spend a hundred trillion dollars. That’s their real number. He’s trying to say it was six. It’s a hundred trillion dollars. They want to knock down buildings and build new buildings with little, tiny, small windows and many other things-",2nd Presidential Debate 2020,PeDtAx7gp3
Kristen Welker,17:57:00,Okay.,2nd Presidential Debate 2020,gdPLSL0ClU
Donald Trump,17:57:00,And many other things. And many other things.,2nd Presidential Debate 2020,n4OwW4pPTi
Kristen Welker,17:58:00,"Okay, let me have the vice-president respond.",2nd Presidential Debate 2020,MFfiYkmq3H
Donald Trump,17:58:00,It is crazy.,2nd Presidential Debate 2020,W1fw3VOvnX
Kristen Welker,17:59:00,We’re running out of time and we have a lot more questions to get back to.,2nd Presidential Debate 2020,pv6sIA1uL9
Donald Trump,18:01:00,You’ll destroy our country.,2nd Presidential Debate 2020,arsdkyggWS
Kristen Welker,18:02:00,So let’s hear from the vice president. I have a number of more question..,2nd Presidential Debate 2020,Hyhh9kUlFp
Joe Biden,18:07:00,I don’t know where he comes from. I don’t know where he comes up with these numbers.,2nd Presidential Debate 2020,FA7nHRBBnr
Kristen Welker,18:09:00,Queens.,2nd Presidential Debate 2020,dwWdLvxfec
Joe Biden,18:09:00,"A hundred trillion dollars, give me a break. This plan has been endorsed by every major, every major environmental group and every labor group, labor, because they know the future lies. The future lies in us being able to breathe and they know they’re good jobs and getting us there.",2nd Presidential Debate 2020,COXB2pflK2
Joe Biden,18:29:00,"By the way, the fastest growing industry in America is the electric, excuse me, solar energy and wind. He thinks wind causes cancer, windmills. It’s the fastest growing jobs and they pay good prevailing wages, 45, 50 bucks an hour. We can grow and we can be cleaner if we go the route I’m proposing.",2nd Presidential Debate 2020,doY8L5vQS4
Kristen Welker,18:54:00,President Trump-,2nd Presidential Debate 2020,iO6MvyB67a
Donald Trump,18:55:00,Excuse me.,2nd Presidential Debate 2020,gm7AT7OskN
Kristen Welker,18:55:00,Please respond and then I have his follow up.,2nd Presidential Debate 2020,Nnu98TRVr3
Donald Trump,18:56:00,"We are energy independent for first time. We don’t need all of these countries that we had to fight war over because we needed their energy. We are energy independent. I know more about wind than you do. It’s extremely expensive. Kills all the birds. It’s very intermittent. It’s got a lot of problems and they happen to make the windmills in both Germany and China and the fumes coming up, if you’re a believer in carbon emission, the fumes coming up to make these massive windmills is more than anything that we’re talking about with natural gas, which is very clear.",2nd Presidential Debate 2020,3caskraICZ
Donald Trump,19:29:00,"One other thing, solar-",2nd Presidential Debate 2020,C4CFaDnceh
Joe Biden,19:31:00,Find me a scientist who says that.,2nd Presidential Debate 2020,9gc7wKBMdF
Donald Trump,19:31:00,"I love solar, but solar doesn’t quite have it yet. It’s not powerful yet to really run our big, beautiful factories that we need to compete with the world.",2nd Presidential Debate 2020,3uEh9Fw2XI
Joe Biden,19:42:00,False.,2nd Presidential Debate 2020,lz0LiPfmJb
Donald Trump,19:42:00,"It’s all a pipe dream, but you know what we’ll do? We’re going to have the greatest economy in the world, but if you want to kill the economy, get rid of your oil industry you want. And what about fracking?",2nd Presidential Debate 2020,xTnVy5GacT
Kristen Welker,19:54:00,Let me-,2nd Presidential Debate 2020,ZoCvFiaRe9
Donald Trump,19:54:00,Now we have to ask him about fracking.,2nd Presidential Debate 2020,2n2t03OLo2
Kristen Welker,19:56:00,Let me allow the Vice President Biden to respond.,2nd Presidential Debate 2020,zyTJMXRckV
Joe Biden,19:57:00,I never said I oppose fracking.,2nd Presidential Debate 2020,BsZPFyWGlB
Donald Trump,20:00:00,You said it on tape.,2nd Presidential Debate 2020,OX4lSIP1UL
Joe Biden,20:02:00,"Show the tape, put it on your website.",2nd Presidential Debate 2020,4MG2taAAIx
Donald Trump,20:04:00,I’ll put it on.,2nd Presidential Debate 2020,AqvA9EM413
Joe Biden,20:05:00,Put it on the website. The fact of the matter is he’s flat lying.,2nd Presidential Debate 2020,OoNFiPPhuf
Kristen Welker,20:09:00,Would you rule out about banning fracking?,2nd Presidential Debate 2020,aqAoLgsot8
Joe Biden,20:11:00,"I do rule out banning fracking because the answer we need, we need other industries to transition, to get to ultimately a complete zero emissions by 2025. What I will do with fracking over time is make sure that we can capture the emissions from the fracking, capture the emissions from gas. We can do that and we can do that by investing money in doing it, but it’s a transition to that.",2nd Presidential Debate 2020,iwRZoSIdW4
Kristen Welker,20:38:00,I have one more question in this pile then-,2nd Presidential Debate 2020,T5uGLTrjdR
Donald Trump,20:40:00,Excuse me. He was against fracking. He said it. I will show that to you tomorrow.,2nd Presidential Debate 2020,zhIGvVZ6PR
Joe Biden,20:45:00,Good.,2nd Presidential Debate 2020,K1HvmIbYNU
Donald Trump,20:45:00,"I am against fracking. Until he got the nomination, he went to Pennsylvania. Then he said, “But you know what Pennsylvania?” He’ll be against it very soon because his party is totally against it.",2nd Presidential Debate 2020,wQ2D0AQ1Te
Joe Biden,20:54:00,"Fracking on federal land. I said, no fracking and/or oil on federal land.",2nd Presidential Debate 2020,CtS4AKT2ux
Kristen Welker,20:59:00,"Let me ask this final question in this section and then I want to move on to our final section. President Trump, people of color are much more likely to live near oil refineries and chemical plants. In Texas, there are families who worry the plants near them are making them sick. Your administration has rolled back regulations on these kinds of facilities. Why should these families give you another four years in office?",2nd Presidential Debate 2020,988LxN6HEP
Donald Trump,21:21:00,"The families that we’re talking about are employed heavily and they are making a lot of money, more money than they’ve ever made. If you look at the kind of numbers that we’ve produced for Hispanic, for Black, for Asian, it’s nine times greater the percentage gain than it was under in three years than it was under eight years of the two of them to put it nicely, nine times more.",2nd Presidential Debate 2020,NKAldAUzuU
Donald Trump,21:48:00,"Now somebody lives, I have not heard the numbers or the statistics that you’re saying, but they’re making a tremendous amount of money. Economically, we saved it and I saved it again a number of months ago, when oil was crashing because of the pandemic. We saved it.",2nd Presidential Debate 2020,1AmSWhYjL1
Donald Trump,22:04:00,"Say what you want to bet relationship. We got Saudi Arabia, Mexico and Russia to cut back, way back. We saved our oil industry and now it’s very vibrant again and everybody has very inexpensive gasoline. Remember that.",2nd Presidential Debate 2020,qzGUC8R620
Kristen Welker,22:17:00,"Vice President Biden, your response and then we’re going to have a final question for both of you.",2nd Presidential Debate 2020,Pd5YqduuH5
Joe Biden,22:21:00,"My response is that those people live on what they call fence lines. He doesn’t understand this. They live near chemical plants that in fact, pollute, chemical plants and oil plants and refineries that pollute.",2nd Presidential Debate 2020,XqyesG0pRe
Joe Biden,22:33:00,"I used to live near that when I was growing up in Claymont, Delaware and there are more oil refineries in Marcus Hook and the Delaware River than there is any place, including in Houston at the time. When my mom get in the car and when there are first frost to drive me to school, turning the windshield wiper, there’d been oil slick in the window. That’s why so many people in my state were dying and getting cancer. The fact is those frontline communities, it’s not a matter of what you’re paying them. It matters how you keep them safe. What do you do? You impose restrictions on the pollutions that if the pollutants coming out of those fence line communities.",2nd Presidential Debate 2020,Lu8Jm0zH83
Kristen Welker,23:07:00,Okay. I have one final question called.,2nd Presidential Debate 2020,uIzzuiULYe
Donald Trump,23:08:00,Would he close down the oil industry?,2nd Presidential Debate 2020,g2iLYSkIt6
Kristen Welker,23:10:00,It falls-,2nd Presidential Debate 2020,VFsAVotHb5
Donald Trump,23:10:00,Would you close dow the oil industry?,2nd Presidential Debate 2020,WtWrZZXABP
Joe Biden,23:12:00,"By the way, I have a transition from the old industry, yes.",2nd Presidential Debate 2020,t4shWsWtDa
Donald Trump,23:15:00,"Oh, that’s a big statement.",2nd Presidential Debate 2020,oZCuymkzaN
Joe Biden,23:15:00,I will transition. It is a big statement.,2nd Presidential Debate 2020,nrHF1G52Mo
Donald Trump,23:17:00,That’s a big statement.,2nd Presidential Debate 2020,hkWQDYolXH
Joe Biden,23:18:00,Because I would stop.,2nd Presidential Debate 2020,MvxlY1p7wd
Kristen Welker,23:19:00,Why would you do that?,2nd Presidential Debate 2020,ZvV3A0eyaE
Joe Biden,23:21:00,"Because the oil industry pollutes, significantly.",2nd Presidential Debate 2020,qKj4eBI5gp
Donald Trump,23:24:00,"Oh, I see. Okay.",2nd Presidential Debate 2020,TMGjgL6kUf
Joe Biden,23:24:00,Here’s the deal-,2nd Presidential Debate 2020,mVFFA1On4T
Donald Trump,23:25:00,That’s a big statement.,2nd Presidential Debate 2020,Jcs2Ls7pQ2
Joe Biden,23:26:00,"Well if you let me finish the statement, because it has to be replaced by renewable energy over time, over time, and I’d stopped giving to the oil industry, I’d stop giving them federal subsidies. You won’t get federal subsidies to the gas, oh, excuse me to solar and wind.",2nd Presidential Debate 2020,IcPyqOmORM
Donald Trump,23:45:00,Yeah.,2nd Presidential Debate 2020,NPeXpTpHm2
Joe Biden,23:46:00,Why are we giving it to oil industry?,2nd Presidential Debate 2020,kSbkn238Ik
Donald Trump,23:47:00,"We actually give it to solar and wind. That’s maybe the biggest statement. In terms of business, that’s the biggest statement.",2nd Presidential Debate 2020,Fqx3Ok9QyO
Kristen Welker,23:53:00,Okay.,2nd Presidential Debate 2020,KTgCcIYt9P
Donald Trump,23:53:00,Because basically what he’s saying is-,2nd Presidential Debate 2020,dp1HamaBqh
Kristen Welker,23:55:00,"We have one final question, Mr. President.",2nd Presidential Debate 2020,ooA398Q0os
Donald Trump,23:55:00,"… he is going to destroy the oil industry. Will you remember that Texas? Will you remember that Pennsylvania, Oklahoma?",2nd Presidential Debate 2020,2n8DQWg3wI
Kristen Welker,24:03:00,"Okay, Vice President Biden, let me give you 10 seconds.",2nd Presidential Debate 2020,KU0hZIcKm5
Kristen Welker,24:03:00,Okay.,2nd Presidential Debate 2020,Ch4EaCYPxW
Donald Trump,24:03:00,"Remember that Pennsylvania, Oklahoma, is-",2nd Presidential Debate 2020,A97eDSmF00
Kristen Welker,24:03:00,"Vice President Biden, let me give you 10 seconds to respond-",2nd Presidential Debate 2020,YJJNerhRmZ
Donald Trump,24:04:00,Ohio.,2nd Presidential Debate 2020,5dF8frP5zL
Kristen Welker,24:05:00,… and then I have to get to the final question. Vice President Biden.,2nd Presidential Debate 2020,NJA7q9DrZX
Joe Biden,24:07:00,"He takes everything out of context, but the point is, look, we have to move toward net zero emissions. The first place to do that by the year 2035 is in energy production, by 2050 totally.",2nd Presidential Debate 2020,K46RlMJBGT
Kristen Welker,24:21:00,All right. One final question to both of you-,2nd Presidential Debate 2020,2uI61JL37Z
Donald Trump,24:22:00,Is he going to get China to do it?,2nd Presidential Debate 2020,HwEvhZPnOF
Kristen Welker,24:23:00,"No, we’re finished with this-",2nd Presidential Debate 2020,Q5EJAjoxsp
Donald Trump,24:23:00,Is he going to get China to do it?,2nd Presidential Debate 2020,p2Je5FQTb7
Kristen Welker,24:24:00,We have to move onto our final question.,2nd Presidential Debate 2020,EMCDyulz69
Joe Biden,24:25:00,"No, I’m going to rejoin Paris Accord and make China abide by what they agreed to.",2nd Presidential Debate 2020,DX1XFzTSF9
Donald Trump,24:30:00,[Crosstalk 00:24:31].,2nd Presidential Debate 2020,tGweLo8iUy
Kristen Welker,24:30:00,"All right. This is about leadership, gentlemen. And this first question does go to you, President Trump. Imagine this is your inauguration day. What will you say in your address, to Americans who did not vote for you? You’ll each have one minute, starting with you, Mr. Trump.",2nd Presidential Debate 2020,do31AnpotQ
Donald Trump,24:47:00,"We have to make our country totally successful, as it was prior to the plague coming in from China. Now we’re rebuilding it and we’re doing record numbers, 11.4 million jobs in a short period of time, et cetera. But, I will tell you, go back.",2nd Presidential Debate 2020,N8b3UGuVQm
Donald Trump,25:01:00,"Before the plague came in, just before, I was getting calls from people that were not normally people that would call me. They wanted to get together. We had the best Black unemployment numbers in the history of our country. Hispanic, women, Asian, people with diplomas, with no diplomas, MIT graduates; number one in the class, everybody had the best numbers. And you know what? The other side wanted to get together. They wanted to unify.",2nd Presidential Debate 2020,oZB7b1N39s
Donald Trump,25:28:00,"Success is going to bring us together. We are on the road to success. But I’m cutting taxes, and he wants to raise everybody’s taxes and he wants to put new regulations on everything. He will kill it. If he gets in, you will have a Depression, the likes of which you’ve never seen. Your 401(k)s will go to hell, and it’ll be a very, very sad day for this country.",2nd Presidential Debate 2020,urY2ttXbSh
Kristen Welker,25:49:00,"All right. Vice President Biden, same question to you: what will you say during your inaugural address to Americans who did not vote for you?",2nd Presidential Debate 2020,lUZvxoDqIV
Joe Biden,25:57:00,"I will say, I’m an American President. I represent all of you, whether you voted for me or against me, and I’m going to make sure that you’re represented. I’m going to give you hope. We’re going to move; we’re going to choose science over fiction. We’re going to choose hope over fear. We’re going to choose to move forward because we have enormous opportunities, enormous opportunities to make things better.",2nd Presidential Debate 2020,7r7kxDioH5
Joe Biden,26:19:00,"We can grow this economy, we can deal with the systemic racism. At the same time, we can make sure that our economy is being run and moved and motivated by clean energy, creating millions of new jobs. That’s the fact, that’s what we’re going to do. And I’m going to say, as I said at the beginning, what is on the ballot here is the character of this country. Decency, honor, respect. Treating people with dignity, making sure that everyone has an even chance. And I’m going to make sure you get that. You haven’t been getting it the last four years.",2nd Presidential Debate 2020,GmyLQPji36
Kristen Welker,26:53:00,"All right, I want to thank you both for a very robust hour and a half, a fantastic debate. Really appreciate it. President Trump, Former Vice President Joe Biden. Thank you to Belmont University for hosting us tonight, and most importantly, thank you to those watching tonight. Election day is November 3rd. Don’t forget to vote. Thank you everyone and have a great night.",2nd Presidential Debate 2020,fXMhU8swse
Joe Biden,27:16:00,Thank you.,2nd Presidential Debate 2020,ruoWuclFQp
George Stephanopoulus,00:41:00,"Hey, and welcome to our town hall with Joe Biden. Mr. Vice President, welcome to you.",Biden Town Hall 2020,zFrGU04iuY
Joe Biden,00:46:00,Good to be with you.,Biden Town Hall 2020,YlgqDztQHR
George Stephanopoulus,00:47:00,"We’re here with a group of Pennsylvania voters. You can see they’re all appropriately socially distanced tonight. And there are a group of, some are voting for you, some have said they’re voting for president Trump, some are still undecided, and we’re going to try to take questions from as many of them as we can tonight.",Biden Town Hall 2020,ox3BKbRWri
Joe Biden,01:02:00,Okay.,Biden Town Hall 2020,qr19DfvPy7
George Stephanopoulus,01:02:00,"And we’re going to start with Nicholas Fed, and he’s from Jenkintown, Pennsylvania. That’s close to here, in Philadelphia.",Biden Town Hall 2020,NeqNCHt7aF
Joe Biden,01:08:00,I know it well.,Biden Town Hall 2020,fThjI3wPPZ
George Stephanopoulus,01:09:00,You’re a Democrat.,Biden Town Hall 2020,r4ZC7kVaPG
